Company Symbol,Market Cap,Authorized Shares,Outstanding Shares,Par Value,SEC Filings,Address,Website,Phone,Email,Audited Financials,Latest Report,Fiscal Year End,Company Officers,BOARD OF DIRECTORS,Employees
RCINS,,,,,,,,,,,,,,,
RCIT,1568792.0,750000000,130732697.0,0.001,,"1516 E TROPICANA SUITE 121 Las Vegas, NV 89119",www.rcitgroup.net,+1 702 405-6880,reelcausegroup@gmail.com,Unaudited,12/31/2023 Annual Report,12/31,"Jeon Gyuheyn (CEO), Myung Song (Secretary), Matthew McMurdo (Securities Counsel)",,1 as of 08/01/2021
RCJTS,,,,,,,,,,Audited,,12/31,,,
RCKHF,84819192.0,,458482117.0,,,"4th Floor, 5 Welbeck Street London W1G 9YQ United Kingdom",www.rockhopperexploration.co.uk,,info@rockhopperexploration.co.uk,Audited,,12/31,"Sam Moody (CEO), Peter Dixon-Clarke (Finance Director)",Dr. Pierre Jungels,
RCKNS,,,,,,,,,,Audited,,12/31,,,
RCKTF,115453544.0,Unlimited,101275039.0,,,"2400 - 333 Bay Street Toronto, ON M5H2T6 Canada",www.rocktechlithium.com,+1 416-848-7744,info@rocktechlithium.com,Audited,03/31/2024 Interim Financial Report,12/31,"Dirk Harbecke (Interim CEO), Sonja U Rossteuscher (CFO), Kerstin Wedemann (Chief Legal Officer, COO), Anuj Makol (Administrator), Derek Sobel (Controller)","Dirk Harbecke, Esther Bahne, Michelle Gahagan, Adelbert Peter Friedrich Kausch, Stefan Krause, Klaus Schmitz",43 as of 05/15/2024
RCLFF,620242308.0,2000000000,940901560.0,,,,rclfoods.com,,,Audited,,6/30,,,
RCLTS,,,,,,,,,,Audited,,12/31,,,
RCMGS,,,,,,,,,,Audited,,12/31,,,
RCMH,84453.0,,844526530.0,0.001,,"8955 U.S. HIGHWAY 301 N #192 Parrish, FL 34219",www.reachmessaging.com,724-656-8886,,,06/30/2011,12/31,Jason Campbell (CTO),Jason Campbell,
RCOLS,,,,,,,,,,Audited,,12/31,,,
RCOOS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RCPOS,,,,,,,,,,Audited,,12/31,,,
RCPTS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RCRAS,,,,,,,,,,Audited,,12/31,,,
RCRMF,,,38116371.0,,,"Level 8, London House, 216 St Georges Terrace, Perth, WA 6000 Australia",rechargemetals.com.au,+61 8 9481 0389,info@rechargemetals.com.au,,,6/30,,,
RCROS,,,,,,,,,,Audited,,12/31,,,
RCRRF,86985109200.0,6000000000,1633830000.0,,,"1-9-2 Marunouchi, Chiyoda-ku Tokyo 100-6640 Japan",recruit-holdings.com/en/ir,+81 3-6835-1111,,Audited,,3/31,"Masumi Minegishi (President, CEO)",,
RCRUY,85776075000.0,6000000000,1633830000.0,,,"1-9-2 Marunouchi, Chiyoda-ku Tokyo 100-6640 Japan",recruit-holdings.com/en/ir,+81 3-6835-1111,,Audited,,3/31,"Masumi Minegishi (President, CEO)",,
RCTFF,961740.0,,47144125.0,,,"1305 - 1090 West Georgia Street Vancouver, ON V6E 3V7 Canada",,(604) 685-9316,,Audited,11/30/2007,5/31,"Eduardo Luna (President, CEO), Dr. Alfredo Parra (COO), Jose Manual Silva (CFO)","Nick Demare, Lindsay A. Bottomer, Marc Cernovitch, Joseph A. Keane, Mike Magrum, Simon Tam",
RCTRF,1795337.0,Unlimited,51295337.0,,,"#970 - 777 Hornby Street Vancouver, BC V6Z 1S4 Canada",www.transcanadagold.com,+1 604-681-3131,astar@telus.net,Audited,03/31/2024 Quarterly Report,6/30,"Timothy Andrew Coupland (CEO, President), Dong Hyun Shim (CFO)","Timothy Andrew Coupland, Gavin Kirk, Christian Timmins, Lawrence Patrick llich",2 as of 06/15/2023
RCTUF,,,,,,,,,,,,,,,
RCTY,3429.0,500000000,34287507.0,0.001,,"6200 Lee Vista Blvd Suite 100 Orlando, FL 32822",www.rcau.com,407-219-3636,invest@rcau.com,,07/31/2007 Initial Company Information and Disclosure Statement,12/31,"Jennifer Foltz (Secretary, Treasurer)","Thomas E. Kellgren, John C. Martens",36 as of 10/22/2007
RCVAS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RCVBS,,,,,,,,,,Audited,,12/31,,,
RCVCS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RCVDS,,,,,,,,,,Audited,,12/31,,,
RCVES,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RCVFS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RCVGS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RCVHS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RCVIS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RCVJS,,,,,12/31/2023,,,,,,,,,,
RCWBY,,,21567000.0,,,Hovedgaden 584 Hedehusene DK-2640 Denmark,www.rockwool.com/group,+45 46 55 86 77,investor@rockwool.com,Audited,,12/31,,,
RCWDF,1416211.0,Unlimited,262261259.0,,,"Suite 501, Level 5 203 Robina Town Centre Drive Robina, QL 4226 Australia",www.rightcrowd.com,+61 7 5593 2581,info@rightcrowd.com,Audited,03/31/2023 Quarterly Report,6/30,"Peter Leslie Hill (CEO), Kim Clark (Secretary), Chip Pessa (Manager, Ops.)","Robert Baker, Craig James Davies, Peter Leslie Hill",147 as of 01/30/2023
RCWLY,4744740000.0,,21567000.0,,,Hovedgaden 584 Hedehusene DK-2640 Denmark,www.rockwool.com/group,+45 46 55 86 77,investor@rockwool.com,Audited,,12/31,,,
RCZRF,14298154.0,,76624621.0,,,"1510 - 789 West Pender Street Vancouver, BC V6C 1H2 Canada",www.riocristalzinc.com,778-588-6880,investor@riocristalzinc.com,,,,"Charles Ushela (President, CEO)",,
RDAR,886630.0,15000000000,4433149661.0,0.001,,"7950 E Redfield Rd Unit 210 Scottsdale, AZ 85260",www.raadr.com,+1 602-501-3836,ir@raadr.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Jacob DiMartino (CEO, President), Jennifer Abney (Securities Counsel)",Jacob DiMartino,1 as of 01/10/2013
RDBBF,75458166.0,,274393330.0,,,"Level 12, 697 Collins Street, Docklands, VA 3008 Australia",www.redbubble.com,+61 3 9650 0138,,Audited,,6/30,,,
RDCO,478345.0,200000000,15786970.0,,"2675 S Abilene St, 215 Aurora, CO 80014",,http://www.redefy.com/,720-504-8000,info@redefy.com,,3/31/2014,31-Dec,Christopher B Rediger(CEO),"James E Albertelli, Joel Arberman, Christopher B Rediger",29 as of 06/05/2019
RDCPF,43023969.0,Unlimited,18308072.0,,,"6505 Mississauga Rd., Suite A Mississauga, ON L5N 1A6 Canada",https://www.proshred.com/redishred,+1 416-204-0076,kasia.pawluk@proshred.com,,,31-Dec,,,
RDDLS,,,,,6/2/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",https://rallyrd.com/,+1 347-952-8058,,,,31-Dec,,,
RDDTF,54087.0,Unlimited,540868021.0,,,"8223 Roper Road NW Edmonton, AB T6E 6S4 Canada",http://www.radientinc.com/,780-465-1318,jdanyluk@radientinc.com,Audited,09/30/2020 Interim Financial Report,31-Mar,"Jan Petzel(Acting CEO), Prakash Hariharan(CFO), Steven Splinter(Corporate Secretary, CTO), Jennifer Danyluk(VP, Fin. & Admin.)","Francesco Ferlaino, Allan Cleiren, Yves Gougoux, Harinder Kaura, Jocelyne Lafreniere, Jan Petzel, Steven Splinter",33 as of 10/15/2020
RDEGF,1018.0,,10182620.0,,,"2041 Niagara Falls Blvd Niagra Falls, NY 14304",http://www.radiantenergycorp.com/,+1 703 669-4166,dspeirs@radiantaviation.com,,,31-Oct,"Colin Digout(President, CEO, CFO) ",,4 as of 09/15/2005
RDEIF,9853066800.0,,541080000.0,,,"Paseo del Conde de los Gaitanes, 177 177 Alcobendas (Madrid) 28109 Spain",http://www.ree.es/,+34 91 650 20 12,relacioninversores@ree.es,Audited,12/31/2008 Annual Report,31-Dec,"Jose Folgado Blanco(CEO), Juan Lasala Bernard(CFO)",Jose Folgado Blanco,"1,800 as of 12/31/2011"
RDEIY,9836834400.0,,541080000.0,,,"Paseo del Conde de los Gaitanes, 177 177 Alcobendas (Madrid) 28109 Spain",http://www.ree.es/,+34 91 650 20 12,relacioninversores@ree.es,Audited,12/31/2008 Annual Report,31-Dec,"Jose Folgado Blanco(CEO), Juan Lasala Bernard(CFO)",Jose Folgado Blanco,"1,800 as of 12/31/2011"
RDEMF,44342.0,Unlimited,443418075.0,,,"Suite 2348-666 Burrard Street Vancouver, BC V6C 2X8 Canada",www.redeaglemining.com,604-638-2545,info@redeaglemining.com,Audited,06/30/2018 Quarterly Report,12/31,"Ian Paul Slater (CEO), Robert Wiltshire Bell (COO), Chui Kai Wong (CFO), Judy A. McCall (Corporate Secretary), Patrick Balit (VP, Corp. Dev.), David Thomas (VP, Exploration)","Ian Paul Slater, Robert Wiltshire Bell, Robert Bruce Pease, Jay Sujir",190 as of 01/18/2018
RDEXF,12281810.0,Unlimited,190711334.0,,,"1001 - 145 Wellington Street Toronto, ON M5J 1H8 Canada",redpineexp.com,+1 416-364-7024,info@redpineexp.com,Audited,04/30/2024 Interim Financial Report,7/31,"Paul Martin (Interim CEO), Eric Josipovic (CFO), Jean Montreuil (VP Expl.), Carrie Howes (Director, Corp. Comm.)","Paul Martin, Drew Anwyll, Rachel Goldman, Michael Michaud, Alice Murphy, Gary O'Connor",30 as of 05/24/2023
RDFD,,,,,,,,,,,,,,,
RDFEF,71468184.0,Unlimited,4764545628.0,,,"Level 3 88 William Street Perth, WA 6000 Australia",www.brookside-energy.com.au,+61 8 6489 1600,info@brookside-energy.com,Audited,12/31/2023 Annual Report,12/31,"David Prentice (CEO, Managing Director, IR), Katherine Laura Jane Garvey (Secretary), Jenny Trinne (Corporate Finance), Gracjan Lambert (Gen. Manager)","Michael John Fry, Richard Homsany, David Prentice",10 as of 09/14/2023
RDGA,772409.0,5000000,2860773.0,0.1,03/31/2024,"3827 S Carson St Unit 505-25 PMB 1078 Carson City, NV 89701",,(805) 484-8855,,Audited,03/31/2024,12/31,"Steven N. Bronson (President, CEO)",,
RDGL,79166965.0,950000000,416668239.0,0.001,06/04/2024,"1030 N Center Parkway, Kennewick, WA 99352",www.radiogel.com,(509) 222-2222,mkorenko@isotopeworld.com,Audited,03/31/2024,12/31,"Dr. Carlton Cadwell (Secretary), Dr. Michael K Korenko (CEO), Michael Pollack (Interim CFO)",Dr. Carlton Cadwell,1 as of 11/01/2023
RDGMF,11252954.0,Unlimited,109677916.0,,,"1650 - 1066 West Hastings Street Vancouver, BC V6E 3X1 Canada",www.ridgelineminerals.com,866-734-6828,info@ridgelineminerals.com,Audited,03/31/2024 Quarterly Report,12/31,"Chad Elliott Peters (President, CEO), Duane Lo (CFO), Terese Gieselman (Secretary), Michael Harp (VP Expl.), David Jan (IR)","Michael Adam Blady, Peter Hardie, Duane Lo, Chad Elliott Peters, Lewis Teal",3 as of 06/06/2023
RDLGF,,,,,,,,,,,,,,,
RDMHS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RDNRF,,,1640519362.0,,,"63 Shepparton Road, Suite 7 Victoria Park, WA 6100 Australia",raidenresources.com.au,+61 8 6158 9990,,Audited,,6/30,,,
RDOIF,1074.0,,107404400.0,,,"Suite 320, 715 - 5th Avenue S.W. Calgary, AB T2P 2X6 Canada",www.rodiniaoil.com,+1 403-718-0366,info@rodiniaoil.com,,,12/31,"Paul J. Bennett (President, CEO), Shane J. Kozak (CFO), Matthew P. Philipchuk (EVP, IR)",,
RDPEF,,,,,,,,,,,,,,,
RDPTF,,,,,,,,,,,,,,,
RDRCS,,,,,,,,,,Audited,,12/31,,,
RDRIF,50286611.0,,125716528.0,,,"33 Woodlark Drive S.W Calgary, AB T3C 3H6 Canada",www.redrockenergy.ca,(403) 685-1047,IR@redrockenergy.ca,,,,,,
RDRSF,1772129.0,Unlimited,17721285.0,,,"2 Covington Road, Suite 507 North York, ON M6A 3E2 Canada",www.rdars.com,786 564 5602,Charles.zwebner@rdars.com,Audited,08/31/2023 Quarterly Report,11/30,"Charles Zwebner (CEO, Corporate Secretary), Bennett Kurtz (CFO), Jason Braverman (CTO), Sarah Morrison (Advisor)","Anthony Heller, Binyomin Yehuda Posen, Charles Zwebner",5 as of 10/05/2022
RDSNF,14742851.0,14040810,14040810.0,,,Box 7088 Halmstad 300 07 Sweden,redsensemedical.com,+46 35 10 60 30,info@redsensemedical.com,Audited,03/31/2024 Quarterly Report,12/31,"Sebastien Kathleen Philippe Bollue (COO), Jennie Kardell (CFO), Lena Ann-Marie Eriksson (CTO)","Eva Charlotta Walde, Malin Almgren, Susanne Olauson, Lena Gunilla Oswald Truedsson",5 as of 09/30/2023
RDTCF,16394474.0,1000000000,122255583.0,,,,,,,,,,,,
RDTMF,,,,,,,,,,,,,,,
RDUFF,4965839.0,,99118533.0,,,"200 Burrard Street Suite 650 Vancouver, BC V6C 3L6 Canada",www.radiusgold.com,604-801-5432,info@radiusgold.com,Audited,12/31/2014,12/31,"Simon T. Ridgway (CEO, President), Kevin Bales (CFO), Tim Osler (Secretary), Ralph Rushton (VP, Corp. Dev.), David Cass (VP Expl.)","Dr. Craig Bow, Bradford J. Cooke, David P. Farrell, Karl Gurr, Mario Szotlender",
RDUJS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RDVA,23273.0,10000000,5541276.0,0.01,,"P.O. Box 2900 Radford, VA 24143",www.radva.com,540-731-3700,info@radva.com,,,,"Luther A. Dickens (CEO), Stephen A. Dickens (President), William Fry (CFO)",,
RDVWF,7690.0,,76904662.0,,,14 Hamelacha St. Park Afek Rosh Haayin 48091 Israel,www.radview.com,(972) 3 915-7060,,,12/31/2011,12/31,"Ilan Kinreich (President, CEO)",,
RDWD,363897.0,4900000000,3638971639.0,0.001,,"4115 Blackhawk Plaza Circle Suite 20 Danville, CA 94506",,925-648-2080,,,09/30/2010 Quarterly Report,6/30,"Jim Bickel (CEO, President), Gary Nerison (Treasurer, Secretary)","Jim Bickel, Manhong Liu, Gary Nerison",8 as of 03/02/2009
RDWWF,2103300000.0,,342000000.0,,,Redrow House St. Davids Park Deeside CH5 3RX United Kingdom,www.redrowplc.co.uk,+44 (0)1244 520 044,Barbara.Richmond@redrow.co.uk,Audited,,6/28,,,
RDYFF,941731.0,,19867748.0,,,"333 Terminal Avenue Unit 220 Vancouver, BC V6A 4C1 Canada",www.readysetgoldcorp.com,+1 416 453 4708,amcaulay@readysetgoldcorp.com,Audited,,4/30,,,
REABS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REAC,2827.0,200000000,9422547.0,,12/14/2022,"3400 NW 74TH AVENUE UNIT 1 MIAMI, FL 33122",floridabeauty.com,+1 (305) 503-1200,ronen@floridabeauty.com,Audited,06/22/2020 8K Report,12/31,Ronen Koubi (CEO),,
REAES,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REAFS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REAGS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REAHS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REAJS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REAKS,,,,,6/2/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",https://rallyrd.com/,+1 347-952-8058,,,,31-Dec,,,
REAMS,,,,,6/2/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",https://rallyrd.com/,+1 347-952-8058,,,,31-Dec,,,
REANS,,,,,6/2/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",https://rallyrd.com/,+1 347-952-8058,,,,31-Dec,,,
REOS,,,,,6/2/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",https://rallyrd.com/,+1 347-952-8058,,,,31-Dec,,,
REAPS,,,,,6/2/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",https://rallyrd.com/,+1 347-952-8058,,,,31-Dec,,,
REAQS,,,,,6/2/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",https://rallyrd.com/,+1 347-952-8058,,,,31-Dec,,,
REASS,,,,,6/2/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",https://rallyrd.com/,+1 347-952-8058,,,,31-Dec,,,
REATS,,,,,,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REAVS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REAWS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REAYS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REAZS,,,,,,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
RECAF,228394500.0,Unlimited,230701515.0,,,"#1250, 635 - 8th Avenue SW Calgary, AB T2P 3M3 Canada",www.reconafrica.com,+1 604-423-5384,Adam@ReconAfrica.com,Audited,12/31/2023 Interim Financial Report,3/31,"Brian Reinsborough (CEO), Carlos Escribano (CFO), Nicholas Steinsberger (SVP, Exploration), Chris Sembritzky (SVP, Exploration), Diana Janet McQueen (Senior VP), Grayson Andersen (VP, Investor Rel.), Deniz Kuban (CCO), Adam Rubin (General Counsel), Robert Mwanachilenga (Gen. Manager)","Diana Janet McQueen, Joseph ""Gray"" Davis, Jeffrey Harder, Iman Hill",20 as of 12/31/2023
RECEF,,,,,,,,,,,,,,,
RECHF,2695444.0,,50857441.0,,,"Royal Centre, Suite 1500 1055 West Georgia Street, PO Box 11117 Vancouver, BC V6E 4N7 Canada",recharge-resources.com,+1 778-772-8184,info@recharge-resources.com,Audited,09/30/2022 Quarterly Report,12/31,"David Charles Greenway (CEO, President), Natasha Sever (CFO), Kelly Young Pladson (Corporate Secretary)","David Charles Greenway, Andrew Mugridge, Lawrence Segerstrom",0 as of 09/16/2022
RECIF,263732350.0,,229332478.0,,,"East Wing, Trafalgar Court Les Banques St. Peter Port GY1 3PP Guernsey",realestatecreditinvestments.com,+44 (0)20 7968 7328,richard.lang@cheynecapital.com,,,3/31,,,
RECNS,,,,,,,,,,Audited,,12/31,,,
RECX,449898.0,1460000000,20449906.0,0.001,,"1936 59th Terrace E Bradenton, FL 34203",recreatives.com,1-800-255-2511,ir@recreatives.com,Audited,03/31/2024 Quarterly Report,12/31,"Andrew Lapp (CEO), Galen Reich (President)","Andrew Lapp, Rod Hershberger, Gerald Mounger, Terence Stuart Sowray",3 as of 01/04/2024
REDFY,276.0,,13795178.0,,,"Mahalaxmi Engineering Estate 1st Floor Mahim (West), Mumbai 400016 India",www.rediff.com,+91-22-6182-0000,,,03/31/2015,3/31,"Nitin Gupta (President, CEO), Joy Basu (CFO)",,
REDLF,,,,,,"Level 2 35 Ventnor Avenue WA, WA 6005 Australia",www.red5limited.com,+(61-8) 9322 4455,info@red5limited.com,Audited,09/30/2016 Quarterly Report,6/30,"Mark D. Williams (Managing Director), Joe Mobilia (CFO), Frank Campagna (Corporate Secretary)","Kevin Dundo, Ian Macpherson, Colin Loosemore",400 as of 03/31/2015
REDRF,,Unlimited,44877187.0,,,"Suite 1210, 1130 West Pender Street Vancouver, BC V6E 4A4 Canada",www.redcanyonresources.com,+1 604 681-9100,info@redcanyonresources.com,Audited,03/31/2024 Interim Financial Report,12/31,"Wendell Zerb (CEO, President), Sandra Wong (CFO, Company Secretary), Brennan Miles Zerb (IR Manager)","Wendell Zerb, Cecil R. Bond, Lauren Roberts, Caleb Norman Stroup, Alistair Waddell",10 as of 04/17/2024
REDW,60835050.0,1125520,405567.0,0.1,,"1000 E. Cook Street Redwood Falls, MN 56283",www.htbmn.com,+1 507-637-1000,contact@myht.bank,,,,"Reporting Status (U.S. Reporting: Bank/Thrift), Audited Financials (Audited), Latest Report (12/31/2023 Annual Report), CIK (0000942895), Fiscal Year End (12/31)","Daryl L. Karsky, Catherine L. Prouty, Stephanie Seely",Nan
REECF,,,,,,,,,,,,,,,
REED,7118395.0,180000000,4187291.0,0.0001,04/29/2024,"201 Merritt 7 Norwalk, CT 06851",www.reedsinc.com,+1 (800) 997-3337,info@reedinc.com,Audited,03/31/2024,12/31,"Norman E. Snyder (CEO), Joann Tinnelly (CFO), Christopher Scott Burleson (Chief Commercial Officer), Ruba Qashu (Counsel)","John J Bello, Shufen Deng, Randle Lee Edwards, Lewis Jaffe, Louis Imbrogno Jr., Thomas W Kosler",21 as of 07/15/2023
REEEF,4635093.0,Unlimited,579386576.0,0.01,,"338 Barker Road Level 1 Subiaco, WA 6008 Australia",www.rarex.com.au,+61 8 6383 6593,info@rarex.com.au,Audited,12/31/2022 Semi-Annual Report,6/30,"James Durrant (CEO), Oonagh Jane Malone (Corporate Secretary), David Batista (Advisor)","Jeremy Robinson, Shaun Hardcastle, John Alexander Young, Cameron David Henry, Danny Goeman",20 as of 04/24/2023
REEGF,,,,,,,,,,,,,,,
REEMF,112342320.0,Unlimited,511111557.0,,03/31/2024,"P.O. Box 271049 Littleton, CO 80127",www.rareelementresources.com,(720) 278-2460,wrich@rareelementresources.com,Audited,03/31/2024,12/31,"Ken Mushinski (President, CEO), Kelli C. Kast-Brown (Other), Wayne Rich (CFO), Adria Hutchison (Controller, Principal Fin. Officer)","Gerald W. Grandey, Bart Brundage, Nicole A. Champine, Paul Hickey, Kelli C. Kast-Brown, Ken Mushinski, David Roberts",2 as of 02/26/2024
REFG,60838.0,690000000,608377156.0,0.001,,"5940 Rainbow Blvd. Las Vegas, NV 89118",gary@8technology.io,+1 7025727386,,Unaudited,03/31/2023 Quarterly Report,12/31,"Gary Raymond Guzzo (President, CFO, Company Secretary)",Gary Raymond Guzzo,1 as of 05/12/2023
REFXF,117412119.0,,1402773223.0,,,"1/27 Counihan Road Seventeen Mile Rocks Brisbane, QL 4073 Australia",redflow.com,+61 7 3376 0008,info@redflow.com,,,6/30,,,
REGHF,,,,,,,,,,,,,,,
REGMF,,,,,,,www.remegen.com/Default.aspx,,,,,,,,
REGMY,,,,,,,www.remegen.com/Default.aspx,,,,,,,,
REGRF,1032701.0,,103270118.0,,,"4711 Yonge St., Suite 1000 Toronto, ON M2N 6K8 Canada",www.graphblockchain.com,+1 604-278-5996,,Audited,04/30/2019,4/30,"John G. Robertson (President), James Vandeberg (CFO), Jennifer Lorette (Secretary), Robert Grisar (VP, Eng.)",Susanne M. Robertson,
REGX,,,,,03/31/2024,"P.O. Box 11, 3682 Highway 8 South Richardton, ND 58652",,701-974-3308,,,03/31/2024,,"Gerald Bachmeier (CEO), Kent Anderson (CFO)",,
REII,35786.0,250000000,7157287.0,0.0001,11/10/2023,"588 West 400 South Suite 110 Lindon, UT 84042",www.renewable-innovations.com,(801)406-6740,lynn@renewable-innovations.com,Audited,02/28/2023,11/30,"Robert L. Mount (CEO, President), Lynn Barney (CFO, Company Secretary), Brian A. Lebrecht (Legal Counsel)","Lynn Barney, Robert L. Mount",19 as of 12/06/2022
RELM,14070.0,3000000000,1407010410.0,,,"P.O. Box 270 Wilmington, DE 19899",www.relmholdingsinc.com,302-824-7064,info@relmholdingsinc.com,,06/30/2011 Quarterly Report,12/31,"Randall A. Burton (President), Florence Kent (Secretary)",Randall A. Burton,4 as of 12/31/2008
RELOF,,,,,,,,,,,,,,,
RELT,1451903.0,70000000,16785000.0,0.001,,"12343 Hymeadow Drive Suite 3-A Austin, TX 78750",reliantholdingsinc.com,(512) 407-2623,info@reliantholdingsinc.com,Audited,06/13/2024 8K Report,12/31,"Claude Zdanow (CEO, President), Elijah May (COO)",Claude Zdanow,4 as of 09/21/2021
RELV,5175596.0,30000000,1421867.0,0.001,,"136 Chesterfield Industrial Boulevard Chesterfield, MO 63005",www.reliv.com,+1 636-537-9715,shareholderinfo@relivinc.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Ryan A Montgomery (CEO), Robert S Montgomery (President), Steven D. Albright (CFO), Stephen M Merrick (Corporate Secretary), Tim Bayer (Finance Manager), John M Klimek (General Counsel), Debra P Bernardoni (Chief Operating Officer)","Robert L. Montgomery, Donald L. McCain, Stephen M Merrick, Robert S Montgomery, Ryan A Montgomery",48 as of 04/01/2024
REMAS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REMBS,,,,,,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REMHS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REMI,1199758.0,50000000,19995969.0,0.001,06/29/2021,Zuiderlaan 1-3 bus 8 Gent 9000 Belgium,www.remedent.com,011 32 9 241 58 80,info@remedent.be,Unaudited,12/31/2023 Quarterly Report,3/31,"Guy De Vreese (CEO), Philippe Van Acker (CFO)","Guy De Vreese, Philippe Van Acker, Fred Kolsteeg",3 as of 05/27/2023
REMKS,,,,,06/02/2024,"250 Lafayette Street 2nd Floor New York, NY 10012",rallyrd.com,+1 347-952-8058,,,,12/31,,,
REMRF,39419443.0,Unlimited,95216047.0,,,"100 New Gower Street, Suite 910 St. John's, NF A1C 6K3 Canada",www.atlassalt.com,+1 709-739-9545,info@atlassalt.com,Audited,03/31/2024 Quarterly Report,12/31,"Richard LaBelle (CEO), Timothy Rowland Howe (President), Michael Psihogios (CFO)","Patrick Laracy, John Anderson, Fraser Edison, Timothy Rowland Howe, Richard LaBelle, Carson Noel",6 as of 04/23/2024
REMYF,4255539274.0,,50439010.0,,,21 Rue Balzac Paris 75008 France,www.remy-cointreau.com,+33 (0)1 44 13 4413,celia.deverlange@remy-cointreau.com,Audited,,3/31,,,"1,726 as of 03/31/2014"
REMYY,4257052444.0,,50439010.0,,,21 Rue Balzac Paris 75008 France,www.remy-cointreau.com,+33 (0)1 44 13 4413,celia.deverlange@remy-cointreau.com,Audited,,3/31,,,"1,726 as of 03/31/2014"
RENI,5257885.0,100000000,27673077.0,0.001,,"710 N Post Oak, Suite 206 Houston, TX 77024",www.resilientenergyinc.com,+1 713-742-2702,info@resilientenergyinc.com,Unaudited,03/31/2024 Quarterly Report,12/31,"Jonathan Charles Bianco (CEO, Secretary), Marc Pindus (President, CFO), Henryk Dabrowski (IR)",,2 as of 03/28/2024
